Crew Mission Name,Name,EVA Number,Start Date,End Date,Duration,Moonwalk,Stand Up Only,Deep Space,Traveler launch date,Launching spacecraft,Destination
STS-127,David Wolf,316,20-Jul-09,20-Jul-09,06:53:00,FALSE,FALSE,FALSE,15-07-2009,"STS-127, Endeavour",ISS
STS-127,Thomas H. Marshburn,316,20-Jul-09,20-Jul-09,06:53:00,FALSE,FALSE,FALSE,15-07-2009,"STS-127, Endeavour",ISS
STS-127,David Wolf,317,22-Jul-09,22-Jul-09,05:59:00,FALSE,FALSE,FALSE,15-07-2009,"STS-127, Endeavour",ISS
STS-127,Christopher J. Cassidy,317,22-Jul-09,22-Jul-09,05:59:00,FALSE,FALSE,FALSE,15-07-2009,"STS-127, Endeavour",ISS
STS-127,Thomas H. Marshburn,318,24-Jul-09,24-Jul-09,07:12:00,FALSE,FALSE,FALSE,15-07-2009,"STS-127, Endeavour",ISS
STS-127,Christopher J. Cassidy,318,24-Jul-09,24-Jul-09,07:12:00,FALSE,FALSE,FALSE,15-07-2009,"STS-127, Endeavour",ISS
STS-127,Thomas H. Marshburn,319,27-Jul-09,27-Jul-09,04:54:00,FALSE,FALSE,FALSE,15-07-2009,"STS-127, Endeavour",ISS
STS-127,Christopher J. Cassidy,319,27-Jul-09,27-Jul-09,04:54:00,FALSE,FALSE,FALSE,15-07-2009,"STS-127, Endeavour",ISS
STS-128,John D. Olivas,320,01-Sep-09,02-Sep-09,06:35:00,FALSE,FALSE,FALSE,29-08-2009,"STS-128, Discovery",ISS
STS-128,Nicole Stott,320,01-Sep-09,02-Sep-09,06:35:00,FALSE,FALSE,FALSE,29-08-2009,"STS-128, Discovery",ISS
STS-128,Christer Fuglesang,321,03-Sep-09,04-Sep-09,06:38:00,FALSE,FALSE,FALSE,29-08-2009,"STS-128, Discovery",ISS
STS-128,John D. Olivas,321,03-Sep-09,04-Sep-09,06:38:00,FALSE,FALSE,FALSE,29-08-2009,"STS-128, Discovery",ISS
STS-128,Christer Fuglesang,322,05-Sep-09,06-Sep-09,07:01:00,FALSE,FALSE,FALSE,29-08-2009,"STS-128, Discovery",ISS
STS-128,John D. Olivas,322,05-Sep-09,06-Sep-09,07:01:00,FALSE,FALSE,FALSE,29-08-2009,"STS-128, Discovery",ISS
STS-129,Michael Foreman,323,19-Nov-09,19-Nov-09,06:37:00,FALSE,FALSE,FALSE,16-11-2009,"STS-129, Atlantis",ISS
STS-129,Robert Satcher,323,19-Nov-09,19-Nov-09,06:37:00,FALSE,FALSE,FALSE,16-11-2009,"STS-129, Atlantis",ISS
STS-129,Michael Foreman,324,21-Nov-09,21-Nov-09,06:08:00,FALSE,FALSE,FALSE,16-11-2009,"STS-129, Atlantis",ISS
STS-129,Randolph Bresnik,324,21-Nov-09,21-Nov-09,06:08:00,FALSE,FALSE,FALSE,16-11-2009,"STS-129, Atlantis",ISS
STS-129,Robert Satcher,325,23-Nov-09,23-Nov-09,05:42:00,FALSE,FALSE,FALSE,16-11-2009,"STS-129, Atlantis",ISS
STS-129,Randolph Bresnik,325,23-Nov-09,23-Nov-09,05:42:00,FALSE,FALSE,FALSE,16-11-2009,"STS-129, Atlantis",ISS
Expedition 22,Oleg Kotov,326,14-Jan-10,14-Jan-10,05:44:00,FALSE,FALSE,FALSE,20-12-2009,Soyuz TMA-17,ISS
Expedition 22,Maksim Surayev,326,14-Jan-10,14-Jan-10,05:44:00,FALSE,FALSE,FALSE,30-09-2009,Soyuz TMA-16,ISS
STS-130,Robert L. Behnken,327,12-Feb-10,12-Feb-10,06:32:00,FALSE,FALSE,FALSE,08-02-2010,"STS-130, Endeavour",ISS
STS-130,Nicholas Patrick,327,12-Feb-10,12-Feb-10,06:32:00,FALSE,FALSE,FALSE,08-02-2010,"STS-130, Endeavour",ISS
STS-130,Robert L. Behnken,328,14-Feb-10,14-Feb-10,05:54:00,FALSE,FALSE,FALSE,08-02-2010,"STS-130, Endeavour",ISS
STS-130,Nicholas Patrick,328,14-Feb-10,14-Feb-10,05:54:00,FALSE,FALSE,FALSE,08-02-2010,"STS-130, Endeavour",ISS
STS-130,Robert L. Behnken,329,17-Feb-10,17-Feb-10,05:48:00,FALSE,FALSE,FALSE,08-02-2010,"STS-130, Endeavour",ISS
STS-130,Nicholas Patrick,329,17-Feb-10,17-Feb-10,05:48:00,FALSE,FALSE,FALSE,08-02-2010,"STS-130, Endeavour",ISS
STS-131,Richard Mastracchio,330,09-Apr-10,09-Apr-10,06:27:00,FALSE,FALSE,FALSE,05-04-2010,"STS-131, Discovery",ISS
STS-131,Clayton Anderson,330,09-Apr-10,09-Apr-10,06:27:00,FALSE,FALSE,FALSE,05-04-2010,"STS-131, Discovery",ISS
STS-131,Richard Mastracchio,331,11-Apr-10,11-Apr-10,07:26:00,FALSE,FALSE,FALSE,05-04-2010,"STS-131, Discovery",ISS
STS-131,Clayton Anderson,331,11-Apr-10,11-Apr-10,07:26:00,FALSE,FALSE,FALSE,05-04-2010,"STS-131, Discovery",ISS
STS-131,Richard Mastracchio,332,13-Apr-10,13-Apr-10,06:22:00,FALSE,FALSE,FALSE,05-04-2010,"STS-131, Discovery",ISS
STS-131,Clayton Anderson,332,13-Apr-10,13-Apr-10,06:22:00,FALSE,FALSE,FALSE,05-04-2010,"STS-131, Discovery",ISS
STS-132,Garrett Reisman,333,17-May-10,17-May-10,07:25:00,FALSE,FALSE,FALSE,14-05-2010,"STS-132, Atlantis",ISS
STS-132,Stephen G. Bowen,333,17-May-10,17-May-10,07:25:00,FALSE,FALSE,FALSE,14-05-2010,"STS-132, Atlantis",ISS
STS-132,Stephen G. Bowen,334,19-May-10,19-May-10,07:09:00,FALSE,FALSE,FALSE,14-05-2010,"STS-132, Atlantis",ISS
STS-132,Michael T. Good,334,19-May-10,19-May-10,07:09:00,FALSE,FALSE,FALSE,14-05-2010,"STS-132, Atlantis",ISS
STS-132,Michael T. Good,335,21-May-10,21-May-10,06:46:00,FALSE,FALSE,FALSE,14-05-2010,"STS-132, Atlantis",ISS
STS-132,Garrett Reisman,335,21-May-10,21-May-10,06:46:00,FALSE,FALSE,FALSE,14-05-2010,"STS-132, Atlantis",ISS
Expedition 24,Fyodor Yurchikhin,336,27-Jul-10,27-Jul-10,06:42:00,FALSE,FALSE,FALSE,15-06-2010,Soyuz TMA-19,ISS
Expedition 24,Mikhail Korniyenko,336,27-Jul-10,27-Jul-10,06:42:00,FALSE,FALSE,FALSE,02-04-2010,Soyuz TMA-18,ISS
Expedition 24,Douglas H. Wheelock,337,07-Aug-10,07-Aug-10,08:03:00,FALSE,FALSE,FALSE,15-06-2010,Soyuz TMA-19,ISS
Expedition 24,Tracy Caldwell Dyson,337,07-Aug-10,07-Aug-10,08:03:00,FALSE,FALSE,FALSE,02-04-2010,Soyuz TMA-18,ISS
Expedition 24,Douglas H. Wheelock,338,11-Aug-10,11-Aug-10,07:26:00,FALSE,FALSE,FALSE,15-06-2010,Soyuz TMA-19,ISS
Expedition 24,Tracy Caldwell Dyson,338,11-Aug-10,11-Aug-10,07:26:00,FALSE,FALSE,FALSE,02-04-2010,Soyuz TMA-18,ISS
Expedition 24,Douglas H. Wheelock,339,16-Aug-10,16-Aug-10,07:20:00,FALSE,FALSE,FALSE,15-06-2010,Soyuz TMA-19,ISS
Expedition 24,Tracy Caldwell Dyson,339,16-Aug-10,16-Aug-10,07:20:00,FALSE,FALSE,FALSE,02-04-2010,Soyuz TMA-18,ISS
Expedition 25,Fyodor Yurchikhin,340,15-Nov-10,15-Nov-10,06:27:00,FALSE,FALSE,FALSE,15-06-2010,Soyuz TMA-19,ISS
Expedition 25,Oleg Skripochka,340,15-Nov-10,15-Nov-10,06:27:00,FALSE,FALSE,FALSE,07-10-2010,Soyuz TMA-01M,ISS
Expedition 26,Dmitri Kondratyev,341,21-Jan-11,21-Jan-11,05:23:00,FALSE,FALSE,FALSE,15-12-2010,Soyuz TMA-20,ISS
Expedition 26,Oleg Skripochka,341,21-Jan-11,21-Jan-11,05:23:00,FALSE,FALSE,FALSE,07-10-2010,Soyuz TMA-01M,ISS
Expedition 26,Dmitri Kondratyev,342,16-Feb-11,16-Feb-11,04:51:00,FALSE,FALSE,FALSE,15-12-2010,Soyuz TMA-20,ISS
Expedition 26,Oleg Skripochka,342,16-Feb-11,16-Feb-11,04:51:00,FALSE,FALSE,FALSE,07-10-2010,Soyuz TMA-01M,ISS
STS-133,B. Alvin Drew,343,28-Feb-11,28-Feb-11,06:34:00,FALSE,FALSE,FALSE,24-02-2011,"STS-133, Discovery",ISS
STS-133,Stephen G. Bowen,343,28-Feb-11,28-Feb-11,06:34:00,FALSE,FALSE,FALSE,24-02-2011,"STS-133, Discovery",ISS
STS-133,B. Alvin Drew,344,02-Mar-11,02-Mar-11,06:14:00,FALSE,FALSE,FALSE,24-02-2011,"STS-133, Discovery",ISS
STS-133,Stephen G. Bowen,344,02-Mar-11,02-Mar-11,06:14:00,FALSE,FALSE,FALSE,24-02-2011,"STS-133, Discovery",ISS
STS-134,Andrew J. Feustel,345,20-May-11,20-May-11,06:19:00,FALSE,FALSE,FALSE,16-05-2011,"STS-134, Endeavour",ISS
STS-134,Gregory Chamitoff,345,20-May-11,20-May-11,06:19:00,FALSE,FALSE,FALSE,16-05-2011,"STS-134, Endeavour",ISS
STS-134,Andrew J. Feustel,346,22-May-11,22-May-11,08:07:00,FALSE,FALSE,FALSE,16-05-2011,"STS-134, Endeavour",ISS
STS-134,Michael Fincke,346,22-May-11,22-May-11,08:07:00,FALSE,FALSE,FALSE,16-05-2011,"STS-134, Endeavour",ISS
STS-134,Andrew J. Feustel,347,25-May-11,25-May-11,06:54:00,FALSE,FALSE,FALSE,16-05-2011,"STS-134, Endeavour",ISS
STS-134,Michael Fincke,347,25-May-11,25-May-11,06:54:00,FALSE,FALSE,FALSE,16-05-2011,"STS-134, Endeavour",ISS
STS-134,Michael Fincke,348,27-May-11,27-May-11,07:24:00,FALSE,FALSE,FALSE,16-05-2011,"STS-134, Endeavour",ISS
STS-134,Gregory Chamitoff,348,27-May-11,27-May-11,07:24:00,FALSE,FALSE,FALSE,16-05-2011,"STS-134, Endeavour",ISS
Expedition 28,Ronald Garan,349,12-Jul-11,12-Jul-11,06:31:00,FALSE,FALSE,FALSE,04-04-2011,Soyuz TMA-21,ISS
Expedition 28,Michael Fossum,349,12-Jul-11,12-Jul-11,06:31:00,FALSE,FALSE,FALSE,07-06-2011,Soyuz TMA-02M,ISS
Expedition 28,Sergey Volkov,350,03-Aug-11,03-Aug-11,06:23:00,FALSE,FALSE,FALSE,07-06-2011,Soyuz TMA-02M,ISS
Expedition 28,Aleksandr Samokutyayev,350,03-Aug-11,03-Aug-11,06:23:00,FALSE,FALSE,FALSE,04-04-2011,Soyuz TMA-21,ISS
Expedition 30,Oleg Kononenko,351,16-Feb-12,16-Feb-12,06:15:00,FALSE,FALSE,FALSE,21-12-2011,Soyuz TMA-03M,ISS
Expedition 30,Anton Shkaplerov,351,16-Feb-12,16-Feb-12,06:15:00,FALSE,FALSE,FALSE,14-11-2011,Soyuz TMA-22,ISS
Expedition 32,Gennady Padalka,352,20-Aug-12,20-Aug-12,05:51:00,FALSE,FALSE,FALSE,15-05-2012,Soyuz TMA-04M,ISS
Expedition 32,Yuri Malenchenko,352,20-Aug-12,20-Aug-12,05:51:00,FALSE,FALSE,FALSE,15-07-2012,Soyuz TMA-05M,ISS
Expedition 32,Sunita Williams,353,30-Aug-12,30-Aug-12,08:17:00,FALSE,FALSE,FALSE,15-07-2012,Soyuz TMA-05M,ISS
Expedition 32,Akihiko Hoshide,353,30-Aug-12,30-Aug-12,08:17:00,FALSE,FALSE,FALSE,15-07-2012,Soyuz TMA-05M,ISS
Expedition 32,Sunita Williams,354,05-Sep-12,05-Sep-12,06:28:00,FALSE,FALSE,FALSE,15-07-2012,Soyuz TMA-05M,ISS
Expedition 32,Akihiko Hoshide,354,05-Sep-12,05-Sep-12,06:28:00,FALSE,FALSE,FALSE,15-07-2012,Soyuz TMA-05M,ISS
Expedition 33,Sunita Williams,355,01-Nov-12,01-Nov-12,06:38:00,FALSE,FALSE,FALSE,15-07-2012,Soyuz TMA-05M,ISS
Expedition 33,Akihiko Hoshide,355,01-Nov-12,01-Nov-12,06:38:00,FALSE,FALSE,FALSE,15-07-2012,Soyuz TMA-05M,ISS
Expedition 35,Pavel Vinogradov,356,19-Apr-13,19-Apr-13,06:38:00,FALSE,FALSE,FALSE,28-03-2013,Soyuz TMA-08M,ISS
Expedition 35,Roman Romanenko,356,19-Apr-13,19-Apr-13,06:38:00,FALSE,FALSE,FALSE,19-12-2012,Soyuz TMA-07M,ISS
Expedition 35,Christopher J. Cassidy,357,11-May-13,11-May-13,05:30:00,FALSE,FALSE,FALSE,28-03-2013,Soyuz TMA-08M,ISS
Expedition 35,Thomas H. Marshburn,357,11-May-13,11-May-13,05:30:00,FALSE,FALSE,FALSE,19-12-2012,Soyuz TMA-07M,ISS
Expedition 36,Fyodor Yurchikhin,358,24-Jun-13,24-Jun-13,06:34:00,FALSE,FALSE,FALSE,28-05-2013,Soyuz TMA-09M,ISS
Expedition 36,Alexander Misurkin,358,24-Jun-13,24-Jun-13,06:34:00,FALSE,FALSE,FALSE,28-03-2013,Soyuz TMA-08M,ISS
Expedition 36,Christopher J. Cassidy,359,09-Jul-13,09-Jul-13,06:07:00,FALSE,FALSE,FALSE,28-03-2013,Soyuz TMA-08M,ISS
Expedition 36,Luca Parmitano,359,09-Jul-13,09-Jul-13,06:07:00,FALSE,FALSE,FALSE,28-05-2013,Soyuz TMA-09M,ISS
Expedition 36,Christopher J. Cassidy,360,16-Jul-13,16-Jul-13,01:32:00,FALSE,FALSE,FALSE,28-03-2013,Soyuz TMA-08M,ISS
Expedition 36,Luca Parmitano,360,16-Jul-13,16-Jul-13,01:32:00,FALSE,FALSE,FALSE,28-05-2013,Soyuz TMA-09M,ISS
Expedition 36,Fyodor Yurchikhin,361,16-Aug-13,16-Aug-13,07:29:00,FALSE,FALSE,FALSE,28-05-2013,Soyuz TMA-09M,ISS
Expedition 36,Alexander Misurkin,361,16-Aug-13,16-Aug-13,07:29:00,FALSE,FALSE,FALSE,28-03-2013,Soyuz TMA-08M,ISS
Expedition 36,Fyodor Yurchikhin,362,22-Aug-13,22-Aug-13,05:58:00,FALSE,FALSE,FALSE,28-05-2013,Soyuz TMA-09M,ISS
Expedition 36,Alexander Misurkin,362,22-Aug-13,22-Aug-13,05:58:00,FALSE,FALSE,FALSE,28-03-2013,Soyuz TMA-08M,ISS
Expedition 37,Oleg Kotov,363,09-Nov-13,09-Nov-13,05:50:00,FALSE,FALSE,FALSE,25-09-2013,Soyuz TMA-10M,ISS
Expedition 37,Sergey Ryazansky,363,09-Nov-13,09-Nov-13,05:50:00,FALSE,FALSE,FALSE,25-09-2013,Soyuz TMA-10M,ISS
Expedition 38,Richard Mastracchio,364,21-Dec-13,21-Dec-13,05:28:00,FALSE,FALSE,FALSE,07-11-2013,Soyuz TMA-11M,ISS
Expedition 38,Michael S. Hopkins,364,21-Dec-13,21-Dec-13,05:28:00,FALSE,FALSE,FALSE,25-09-2013,Soyuz TMA-10M,ISS
Expedition 38,Richard Mastracchio,365,24-Dec-13,24-Dec-13,07:30:00,FALSE,FALSE,FALSE,07-11-2013,Soyuz TMA-11M,ISS
Expedition 38,Michael S. Hopkins,365,24-Dec-13,24-Dec-13,07:30:00,FALSE,FALSE,FALSE,25-09-2013,Soyuz TMA-10M,ISS
Expedition 38,Oleg Kotov,366,27-Dec-13,27-Dec-13,08:07:00,FALSE,FALSE,FALSE,25-09-2013,Soyuz TMA-10M,ISS
Expedition 38,Sergey Ryazansky,366,27-Dec-13,27-Dec-13,08:07:00,FALSE,FALSE,FALSE,25-09-2013,Soyuz TMA-10M,ISS
Expedition 38,Oleg Kotov,367,27-Jan-14,27-Jan-14,06:08:00,FALSE,FALSE,FALSE,25-09-2013,Soyuz TMA-10M,ISS
Expedition 38,Sergey Ryazansky,367,27-Jan-14,27-Jan-14,06:08:00,FALSE,FALSE,FALSE,25-09-2013,Soyuz TMA-10M,ISS
Expedition 39,Richard Mastracchio,368,23-Apr-14,23-Apr-14,01:36:00,FALSE,FALSE,FALSE,07-11-2013,Soyuz TMA-11M,ISS
Expedition 39,Steven Swanson,368,23-Apr-14,23-Apr-14,01:36:00,FALSE,FALSE,FALSE,25-03-2014,Soyuz TMA-12M,ISS
Expedition 40,Aleksandr Skvortsov,369,19-Jun-14,19-Jun-14,07:23:00,FALSE,FALSE,FALSE,25-03-2014,Soyuz TMA-12M,ISS
Expedition 40,Oleg Artemyev,369,19-Jun-14,19-Jun-14,07:23:00,FALSE,FALSE,FALSE,25-03-2014,Soyuz TMA-12M,ISS
Expedition 40,Aleksandr Skvortsov,370,18-Aug-14,18-Aug-14,05:11:00,FALSE,FALSE,FALSE,25-03-2014,Soyuz TMA-12M,ISS
Expedition 40,Oleg Artemyev,370,18-Aug-14,18-Aug-14,05:11:00,FALSE,FALSE,FALSE,25-03-2014,Soyuz TMA-12M,ISS
Expedition 41,Gregory R. Wiseman,371,07-Oct-14,07-Oct-14,06:13:00,FALSE,FALSE,FALSE,28-05-2014,Soyuz TMA-13M,ISS
Expedition 41,Alexander Gerst,371,07-Oct-14,07-Oct-14,06:13:00,FALSE,FALSE,FALSE,28-05-2014,Soyuz TMA-13M,ISS
Expedition 41,Gregory R. Wiseman,372,15-Oct-14,15-Oct-14,06:34:00,FALSE,FALSE,FALSE,28-05-2014,Soyuz TMA-13M,ISS
Expedition 41,Barry Wilmore,372,15-Oct-14,15-Oct-14,06:34:00,FALSE,FALSE,FALSE,25-09-2014,Soyuz TMA-14M,ISS
Expedition 41,Maksim Surayev,373,22-Oct-14,22-Oct-14,03:38:00,FALSE,FALSE,FALSE,28-05-2014,Soyuz TMA-13M,ISS
Expedition 41,Aleksandr Samokutyayev,373,22-Oct-14,22-Oct-14,03:38:00,FALSE,FALSE,FALSE,25-09-2014,Soyuz TMA-14M,ISS
Expedition 42/43,Barry Wilmore,374,21-Feb-15,21-Feb-15,06:41:00,FALSE,FALSE,FALSE,25-09-2014,Soyuz TMA-14M,ISS
Expedition 42/43,Terry W. Virts,374,21-Feb-15,21-Feb-15,06:41:00,FALSE,FALSE,FALSE,23-11-2014,Soyuz TMA-15M,ISS
Expedition 42/43,Barry Wilmore,375,25-Feb-15,25-Feb-15,06:43:00,FALSE,FALSE,FALSE,25-09-2014,Soyuz TMA-14M,ISS
Expedition 42/43,Terry W. Virts,375,25-Feb-15,25-Feb-15,06:43:00,FALSE,FALSE,FALSE,23-11-2014,Soyuz TMA-15M,ISS
Expedition 42/43,Terry W. Virts,376,01-Mar-15,01-Mar-15,05:38:00,FALSE,FALSE,FALSE,23-11-2014,Soyuz TMA-15M,ISS
Expedition 42/43,Barry Wilmore,376,01-Mar-15,01-Mar-15,05:38:00,FALSE,FALSE,FALSE,25-09-2014,Soyuz TMA-14M,ISS
Expedition 44/45,Gennady Padalka,377,10-Aug-15,10-Aug-15,05:31:00,FALSE,FALSE,FALSE,27-03-2015,Soyuz TMA-16M,ISS
Expedition 44/45,Mikhail Korniyenko,377,10-Aug-15,10-Aug-15,05:31:00,FALSE,FALSE,FALSE,27-03-2015,Soyuz TMA-16M,ISS
Expedition 45,Scott Kelly,378,28-Oct-15,28-Oct-15,07:16:00,FALSE,FALSE,FALSE,27-03-2015,Soyuz TMA-16M,ISS
Expedition 45,Kjell N. Lindgren,378,28-Oct-15,28-Oct-15,07:16:00,FALSE,FALSE,FALSE,22-07-2015,Soyuz TMA-17M,ISS
Expedition 45,Scott Kelly,379,06-Nov-15,06-Nov-15,07:48:00,FALSE,FALSE,FALSE,27-03-2015,Soyuz TMA-16M,ISS
Expedition 45,Kjell N. Lindgren,379,06-Nov-15,06-Nov-15,07:48:00,FALSE,FALSE,FALSE,22-07-2015,Soyuz TMA-17M,ISS
Expedition 46,Scott Kelly,380,21-Dec-15,21-Dec-15,03:16:00,FALSE,FALSE,FALSE,27-03-2015,Soyuz TMA-16M,ISS
Expedition 46,Timothy L. Kopra,380,21-Dec-15,21-Dec-15,03:16:00,FALSE,FALSE,FALSE,15-12-2015,Soyuz TMA-19M,ISS
Expedition 46,Timothy L. Kopra,381,15-Jan-16,15-Jan-16,04:43:00,FALSE,FALSE,FALSE,15-12-2015,Soyuz TMA-19M,ISS
Expedition 46,Tim Peake,381,15-Jan-16,15-Jan-16,04:43:00,FALSE,FALSE,FALSE,15-12-2015,Soyuz TMA-19M,ISS
Expedition 46,Yuri Malenchenko,382,03-Feb-16,03-Feb-16,04:45:00,FALSE,FALSE,FALSE,15-12-2015,Soyuz TMA-19M,ISS
Expedition 46,Sergey Volkov,382,03-Feb-16,03-Feb-16,04:45:00,FALSE,FALSE,FALSE,02-09-2015,Soyuz TMA-18M,ISS
Expedition 48,Jeffrey Williams,383,19-Aug-16,19-Aug-16,05:58:00,FALSE,FALSE,FALSE,18-03-2016,Soyuz TMA-20M,ISS
Expedition 48,Kathleen Rubins,383,19-Aug-16,19-Aug-16,05:58:00,FALSE,FALSE,FALSE,07-07-2016,Soyuz MS-01,ISS
Expedition 48,Jeffrey Williams,384,01-Sep-16,01-Sep-16,06:48:00,FALSE,FALSE,FALSE,18-03-2016,Soyuz TMA-20M,ISS
Expedition 48,Kathleen Rubins,384,01-Sep-16,01-Sep-16,06:48:00,FALSE,FALSE,FALSE,07-07-2016,Soyuz MS-01,ISS
Expedition 50,Robert S. Kimbrough,385,06-Jan-17,06-Jan-17,06:31:00,FALSE,FALSE,FALSE,19-10-2016,Soyuz MS-02,ISS
Expedition 50,Peggy Whitson,385,06-Jan-17,06-Jan-17,06:31:00,FALSE,FALSE,FALSE,17-11-2016,Soyuz MS-03,ISS
Expedition 50,Robert S. Kimbrough,386,13-Jan-17,13-Jan-17,05:58:00,FALSE,FALSE,FALSE,19-10-2016,Soyuz MS-02,ISS
Expedition 50,Thomas Pesquet,386,13-Jan-17,13-Jan-17,05:58:00,FALSE,FALSE,FALSE,17-11-2016,Soyuz MS-03,ISS
Expedition 50,Robert S. Kimbrough,387,24-Mar-17,24-Mar-17,06:34:00,FALSE,FALSE,FALSE,19-10-2016,Soyuz MS-02,ISS
Expedition 50,Thomas Pesquet,387,24-Mar-17,24-Mar-17,06:34:00,FALSE,FALSE,FALSE,17-11-2016,Soyuz MS-03,ISS
Expedition 50,Robert S. Kimbrough,388,30-Mar-17,30-Mar-17,07:04:00,FALSE,FALSE,FALSE,19-10-2016,Soyuz MS-02,ISS
Expedition 50,Peggy Whitson,388,30-Mar-17,30-Mar-17,07:04:00,FALSE,FALSE,FALSE,17-11-2016,Soyuz MS-03,ISS
Expedition 51,Peggy Whitson,389,12-May-17,12-May-17,04:20:00,FALSE,FALSE,FALSE,17-11-2016,Soyuz MS-03,ISS
Expedition 51,Jack D. Fischer,389,12-May-17,12-May-17,04:20:00,FALSE,FALSE,FALSE,02-04-2017,Soyuz MS-04,ISS
Expedition 51,Peggy Whitson,390,23-May-17,23-May-17,02:46:00,FALSE,FALSE,FALSE,17-11-2016,Soyuz MS-03,ISS
Expedition 51,Jack D. Fischer,390,23-May-17,23-May-17,02:46:00,FALSE,FALSE,FALSE,02-04-2017,Soyuz MS-04,ISS
Expedition 52,Fyodor Yurchikhin,391,17-Aug-17,17-Aug-17,07:34:00,FALSE,FALSE,FALSE,02-04-2017,Soyuz MS-04,ISS
Expedition 52,Sergey Ryazansky,391,17-Aug-17,17-Aug-17,07:34:00,FALSE,FALSE,FALSE,28-07-2017,Soyuz MS-05,ISS
Expedition 53,Randolph Bresnik,392,05-Oct-17,05-Oct-17,06:55:00,FALSE,FALSE,FALSE,28-07-2017,Soyuz MS-05,ISS
Expedition 53,Mark T. Vande Hei,392,05-Oct-17,05-Oct-17,06:55:00,FALSE,FALSE,FALSE,12-09-2017,Soyuz MS-06,ISS
Expedition 53,Randolph Bresnik,393,10-Oct-17,10-Oct-17,06:26:00,FALSE,FALSE,FALSE,28-07-2017,Soyuz MS-05,ISS
Expedition 53,Mark T. Vande Hei,393,10-Oct-17,10-Oct-17,06:26:00,FALSE,FALSE,FALSE,12-09-2017,Soyuz MS-06,ISS
Expedition 53,Randolph Bresnik,394,20-Oct-17,20-Oct-17,06:49:00,FALSE,FALSE,FALSE,28-07-2017,Soyuz MS-05,ISS
Expedition 53,Joseph M. Acaba,394,20-Oct-17,20-Oct-17,06:49:00,FALSE,FALSE,FALSE,12-09-2017,Soyuz MS-06,ISS
Expedition 54,Mark T. Vande Hei,395,23-Jan-18,23-Jan-18,07:24:00,FALSE,FALSE,FALSE,12-09-2017,Soyuz MS-06,ISS
Expedition 54,Scott Tingle,395,23-Jan-18,23-Jan-18,07:24:00,FALSE,FALSE,FALSE,17-12-2017,Soyuz MS-07,ISS
Expedition 54,Alexander Misurkin,396,02-Feb-18,02-Feb-18,08:13:00,FALSE,FALSE,FALSE,12-09-2017,Soyuz MS-06,ISS
Expedition 54,Anton Shkaplerov,396,02-Feb-18,02-Feb-18,08:13:00,FALSE,FALSE,FALSE,17-12-2017,Soyuz MS-07,ISS
Expedition 54,Mark T. Vande Hei,397,16-Feb-18,16-Feb-18,05:57:00,FALSE,FALSE,FALSE,12-09-2017,Soyuz MS-06,ISS
Expedition 54,Norishige Kanai,397,16-Feb-18,16-Feb-18,05:57:00,FALSE,FALSE,FALSE,17-12-2017,Soyuz MS-07,ISS
Expedition 55,Andrew J. Feustel,398,29-Mar-18,29-Mar-18,06:10:00,FALSE,FALSE,FALSE,21-03-2018,Soyuz MS-08,ISS
Expedition 55,Richard R. Arnold,398,29-Mar-18,29-Mar-18,06:10:00,FALSE,FALSE,FALSE,21-03-2018,Soyuz MS-08,ISS
Expedition 55,Andrew J. Feustel,399,16-May-18,16-May-18,06:31:00,FALSE,FALSE,FALSE,21-03-2018,Soyuz MS-08,ISS
Expedition 55,Richard R. Arnold,399,16-May-18,16-May-18,06:31:00,FALSE,FALSE,FALSE,21-03-2018,Soyuz MS-08,ISS
Expedition 56,Andrew J. Feustel,400,14-Jun-18,14-Jun-18,06:49:00,FALSE,FALSE,FALSE,21-03-2018,Soyuz MS-08,ISS
Expedition 56,Richard R. Arnold,400,14-Jun-18,14-Jun-18,06:49:00,FALSE,FALSE,FALSE,21-03-2018,Soyuz MS-08,ISS
Expedition 56,Oleg Artemyev,401,15-Aug-18,16-Aug-18,07:46:00,FALSE,FALSE,FALSE,21-03-2018,Soyuz MS-08,ISS
Expedition 56,Sergey Prokopyev,401,15-Aug-18,16-Aug-18,07:46:00,FALSE,FALSE,FALSE,06-06-2018,Soyuz MS-09,ISS
Expedition 57,Oleg Kononenko,402,11-Dec-18,11-Dec-18,05:45:00,FALSE,FALSE,FALSE,03-12-2018,Soyuz MS-11,ISS
Expedition 57,Sergey Prokopyev,402,11-Dec-18,11-Dec-18,05:45:00,FALSE,FALSE,FALSE,06-06-2018,Soyuz MS-09,ISS
Expedition 59,Anne McClain,403,22-Mar-19,22-Mar-19,06:39:00,FALSE,FALSE,FALSE,03-12-2018,Soyuz MS-11,ISS
Expedition 59,Nick Hague,403,22-Mar-19,22-Mar-19,06:39:00,FALSE,FALSE,FALSE,14-03-2019,Soyuz MS-12,ISS
Expedition 59,Nick Hague,404,29-Mar-19,29-Mar-19,06:45:00,FALSE,FALSE,FALSE,14-03-2019,Soyuz MS-12,ISS
Expedition 59,Christina Koch,404,29-Mar-19,29-Mar-19,06:45:00,FALSE,FALSE,FALSE,14-03-2019,Soyuz MS-12,ISS
Expedition 59,Anne McClain,405,08-Apr-19,08-Apr-19,06:29:00,FALSE,FALSE,FALSE,03-12-2018,Soyuz MS-11,ISS
