Crew Name,Spacecraft (Launch),Spacecraft (Return),Changed craft,Duration (days),Launch date,Return date,Destination,Space Station,Mission Result
Robert L. Gibson,"41-B, Challenger","41-B, Challenger",FALSE,7.97,03-02-1984,11-02-1984,Earth Orbit,None visited,Returned
Robert Stewart,"41-B, Challenger","41-B, Challenger",FALSE,7.97,03-02-1984,11-02-1984,Earth Orbit,None visited,Returned
Ronald McNair,"41-B, Challenger","41-B, Challenger",FALSE,7.97,03-02-1984,11-02-1984,Earth Orbit,None visited,Returned
Vance Brand,"41-B, Challenger","41-B, Challenger",FALSE,7.97,03-02-1984,11-02-1984,Earth Orbit,None visited,Returned
Leonid Kizim,Soyuz T-10B,Soyuz T-11,TRUE,236.95,08-02-1984,02-10-1984,Other Space station,Salyut 7,Returned
Oleg Atkov,Soyuz T-10B,Soyuz T-11,TRUE,236.95,08-02-1984,02-10-1984,Other Space station,Salyut 7,Returned
Vladimir Solovyov,Soyuz T-10B,Soyuz T-11,TRUE,236.95,08-02-1984,02-10-1984,Other Space station,Salyut 7,Returned
Gennadi Strekalov,Soyuz T-11,Soyuz T-10B,TRUE,7.9,03-04-1984,11-04-1984,Other Space station,Salyut 7,Returned
Rakesh Sharma,Soyuz T-11,Soyuz T-10B,TRUE,7.9,03-04-1984,11-04-1984,Other Space station,Salyut 7,Returned
Yuri Malyshev,Soyuz T-11,Soyuz T-10B,TRUE,7.9,03-04-1984,11-04-1984,Other Space station,Salyut 7,Returned
Francis Scobee,"41-C, Challenger","41-C, Challenger",FALSE,6.99,06-04-1984,13-04-1984,Earth Orbit,None visited,Returned
George Nelson,"41-C, Challenger","41-C, Challenger",FALSE,6.99,06-04-1984,13-04-1984,Earth Orbit,None visited,Returned
James van Hoften,"41-C, Challenger","41-C, Challenger",FALSE,6.99,06-04-1984,13-04-1984,Earth Orbit,None visited,Returned
Robert Crippen,"41-C, Challenger","41-C, Challenger",FALSE,6.99,06-04-1984,13-04-1984,Earth Orbit,None visited,Returned
Terry Hart,"41-C, Challenger","41-C, Challenger",FALSE,6.99,06-04-1984,13-04-1984,Earth Orbit,None visited,Returned
Igor Volk,Soyuz T-12,Soyuz T-12,FALSE,11.8,17-07-1984,29-07-1984,Other Space station,Salyut 7,Returned
Svetlana Savitskaya,Soyuz T-12,Soyuz T-12,FALSE,11.8,17-07-1984,29-07-1984,Other Space station,Salyut 7,Returned
Vladimir Dzhanibekov,Soyuz T-12,Soyuz T-12,FALSE,11.8,17-07-1984,29-07-1984,Other Space station,Salyut 7,Returned
Charles Walker,"41-D, Discovery","41-D, Discovery",FALSE,6.04,30-08-1984,05-09-1984,Earth Orbit,None visited,Returned
Henry Hartsfield,"41-D, Discovery","41-D, Discovery",FALSE,6.04,30-08-1984,05-09-1984,Earth Orbit,None visited,Returned
Judith Resnik,"41-D, Discovery","41-D, Discovery",FALSE,6.04,30-08-1984,05-09-1984,Earth Orbit,None visited,Returned
Michael Coats,"41-D, Discovery","41-D, Discovery",FALSE,6.04,30-08-1984,05-09-1984,Earth Orbit,None visited,Returned
Richard Mullane,"41-D, Discovery","41-D, Discovery",FALSE,6.04,30-08-1984,05-09-1984,Earth Orbit,None visited,Returned
Steven Hawley,"41-D, Discovery","41-D, Discovery",FALSE,6.04,30-08-1984,05-09-1984,Earth Orbit,None visited,Returned
David Leestma,"41-G, Challenger","41-G, Challenger",FALSE,8.23,05-10-1984,13-10-1984,Earth Orbit,None visited,Returned
Jon McBride,"41-G, Challenger","41-G, Challenger",FALSE,8.23,05-10-1984,13-10-1984,Earth Orbit,None visited,Returned
Kathryn D. Sullivan,"41-G, Challenger","41-G, Challenger",FALSE,8.23,05-10-1984,13-10-1984,Earth Orbit,None visited,Returned
Marc Garneau,"41-G, Challenger","41-G, Challenger",FALSE,8.23,05-10-1984,13-10-1984,Earth Orbit,None visited,Returned
Paul Scully-Power,"41-G, Challenger","41-G, Challenger",FALSE,8.23,05-10-1984,13-10-1984,Earth Orbit,None visited,Returned
Robert Crippen,"41-G, Challenger","41-G, Challenger",FALSE,8.23,05-10-1984,13-10-1984,Earth Orbit,None visited,Returned
Sally Ride,"41-G, Challenger","41-G, Challenger",FALSE,8.23,05-10-1984,13-10-1984,Earth Orbit,None visited,Returned
Anna Fisher,"51-A, Discovery","51-A, Discovery",FALSE,7.99,08-11-1984,16-11-1984,Earth Orbit,None visited,Returned
Dale Gardner,"51-A, Discovery","51-A, Discovery",FALSE,7.99,08-11-1984,16-11-1984,Earth Orbit,None visited,Returned
David M. Walker,"51-A, Discovery","51-A, Discovery",FALSE,7.99,08-11-1984,16-11-1984,Earth Orbit,None visited,Returned
Frederick Hauck,"51-A, Discovery","51-A, Discovery",FALSE,7.99,08-11-1984,16-11-1984,Earth Orbit,None visited,Returned
Joseph P. Allen,"51-A, Discovery","51-A, Discovery",FALSE,7.99,08-11-1984,16-11-1984,Earth Orbit,None visited,Returned
Ellison Onizuka,"51-C, Discovery","51-C, Discovery",FALSE,3.07,24-01-1985,27-01-1985,Earth Orbit,None visited,Returned
Gary Payton,"51-C, Discovery","51-C, Discovery",FALSE,3.07,24-01-1985,27-01-1985,Earth Orbit,None visited,Returned
James Buchli,"51-C, Discovery","51-C, Discovery",FALSE,3.07,24-01-1985,27-01-1985,Earth Orbit,None visited,Returned
Loren Shriver,"51-C, Discovery","51-C, Discovery",FALSE,3.07,24-01-1985,27-01-1985,Earth Orbit,None visited,Returned
Thomas Kenneth Mattingly II,"51-C, Discovery","51-C, Discovery",FALSE,3.07,24-01-1985,27-01-1985,Earth Orbit,None visited,Returned
Charles Walker,"51-D, Discovery","51-D, Discovery",FALSE,7,12-04-1985,19-04-1985,Earth Orbit,None visited,Returned
Donald Williams,"51-D, Discovery","51-D, Discovery",FALSE,7,12-04-1985,19-04-1985,Earth Orbit,None visited,Returned
Jake Garn,"51-D, Discovery","51-D, Discovery",FALSE,7,12-04-1985,19-04-1985,Earth Orbit,None visited,Returned
Jeffrey Hoffman,"51-D, Discovery","51-D, Discovery",FALSE,7,12-04-1985,19-04-1985,Earth Orbit,None visited,Returned
Karol Bobko,"51-D, Discovery","51-D, Discovery",FALSE,7,12-04-1985,19-04-1985,Earth Orbit,None visited,Returned
Margaret Rhea Seddon,"51-D, Discovery","51-D, Discovery",FALSE,7,12-04-1985,19-04-1985,Earth Orbit,None visited,Returned
Stanley Griggs,"51-D, Discovery","51-D, Discovery",FALSE,7,12-04-1985,19-04-1985,Earth Orbit,None visited,Returned
Don Lind,"51-B, Challenger","51-B, Challenger",FALSE,7.01,29-04-1985,06-05-1985,Earth Orbit,None visited,Returned
Frederick Gregory,"51-B, Challenger","51-B, Challenger",FALSE,7.01,29-04-1985,06-05-1985,Earth Orbit,None visited,Returned
Lodewijk van den Berg,"51-B, Challenger","51-B, Challenger",FALSE,7.01,29-04-1985,06-05-1985,Earth Orbit,None visited,Returned
Norman Thagard,"51-B, Challenger","51-B, Challenger",FALSE,7.01,29-04-1985,06-05-1985,Earth Orbit,None visited,Returned
Robert Overmyer,"51-B, Challenger","51-B, Challenger",FALSE,7.01,29-04-1985,06-05-1985,Earth Orbit,None visited,Returned
Taylor Wang,"51-B, Challenger","51-B, Challenger",FALSE,7.01,29-04-1985,06-05-1985,Earth Orbit,None visited,Returned
William Thornton,"51-B, Challenger","51-B, Challenger",FALSE,7.01,29-04-1985,06-05-1985,Earth Orbit,None visited,Returned
Viktor Savinykh,Soyuz T-13,Soyuz T-14,TRUE,168.16,06-06-1985,21-11-1985,Other Space station,Salyut 7,Returned
Vladimir Dzhanibekov,Soyuz T-13,Soyuz T-13,FALSE,112.13,06-06-1985,26-09-1985,Other Space station,Salyut 7,Returned
Daniel Brandenstein,"51-G, Discovery","51-G, Discovery",FALSE,7.07,17-06-1985,24-06-1985,Earth Orbit,None visited,Returned
John Creighton,"51-G, Discovery","51-G, Discovery",FALSE,7.07,17-06-1985,24-06-1985,Earth Orbit,None visited,Returned
John Fabian,"51-G, Discovery","51-G, Discovery",FALSE,7.07,17-06-1985,24-06-1985,Earth Orbit,None visited,Returned
Patrick Baudry,"51-G, Discovery","51-G, Discovery",FALSE,7.07,17-06-1985,24-06-1985,Earth Orbit,None visited,Returned
Shannon Lucid,"51-G, Discovery","51-G, Discovery",FALSE,7.07,17-06-1985,24-06-1985,Earth Orbit,None visited,Returned
Steven R. Nagel,"51-G, Discovery","51-G, Discovery",FALSE,7.07,17-06-1985,24-06-1985,Earth Orbit,None visited,Returned
Sultan Salman Al Saud,"51-G, Discovery","51-G, Discovery",FALSE,7.07,17-06-1985,24-06-1985,Earth Orbit,None visited,Returned
Anthony W. England,"51-F, Challenger","51-F, Challenger",FALSE,7.95,29-07-1985,06-08-1985,Earth Orbit,None visited,Returned
C. Gordon Fullerton,"51-F, Challenger","51-F, Challenger",FALSE,7.95,29-07-1985,06-08-1985,Earth Orbit,None visited,Returned
John-David F. Bartoe,"51-F, Challenger","51-F, Challenger",FALSE,7.95,29-07-1985,06-08-1985,Earth Orbit,None visited,Returned
Karl Henize,"51-F, Challenger","51-F, Challenger",FALSE,7.95,29-07-1985,06-08-1985,Earth Orbit,None visited,Returned
Loren Acton,"51-F, Challenger","51-F, Challenger",FALSE,7.95,29-07-1985,06-08-1985,Earth Orbit,None visited,Returned
Roy Bridges,"51-F, Challenger","51-F, Challenger",FALSE,7.95,29-07-1985,06-08-1985,Earth Orbit,None visited,Returned
Story Musgrave,"51-F, Challenger","51-F, Challenger",FALSE,7.95,29-07-1985,06-08-1985,Earth Orbit,None visited,Returned
James van Hoften,"51-I, Discovery","51-I, Discovery",FALSE,7.1,27-08-1985,03-09-1985,Earth Orbit,None visited,Returned
John Lounge,"51-I, Discovery","51-I, Discovery",FALSE,7.1,27-08-1985,03-09-1985,Earth Orbit,None visited,Returned
Joseph H. Engle,"51-I, Discovery","51-I, Discovery",FALSE,7.1,27-08-1985,03-09-1985,Earth Orbit,None visited,Returned
Richard Covey,"51-I, Discovery","51-I, Discovery",FALSE,7.1,27-08-1985,03-09-1985,Earth Orbit,None visited,Returned
William Frederick Fisher,"51-I, Discovery","51-I, Discovery",FALSE,7.1,27-08-1985,03-09-1985,Earth Orbit,None visited,Returned
Aleksandr Volkov,Soyuz T-14,Soyuz T-14,FALSE,64.91,17-09-1985,21-11-1985,Other Space station,Salyut 7,Returned
Georgi Grechko,Soyuz T-14,Soyuz T-13,TRUE,8.88,17-09-1985,26-09-1985,Other Space station,Salyut 7,Returned
Vladimir Vasyutin,Soyuz T-14,Soyuz T-14,FALSE,64.91,17-09-1985,21-11-1985,Other Space station,Salyut 7,Returned
David Hilmers,"51-J, Atlantis","51-J, Atlantis",FALSE,4.07,03-10-1985,07-10-1985,Earth Orbit,None visited,Returned
Karol Bobko,"51-J, Atlantis","51-J, Atlantis",FALSE,4.07,03-10-1985,07-10-1985,Earth Orbit,None visited,Returned
Robert Stewart,"51-J, Atlantis","51-J, Atlantis",FALSE,4.07,03-10-1985,07-10-1985,Earth Orbit,None visited,Returned
Ronald Grabe,"51-J, Atlantis","51-J, Atlantis",FALSE,4.07,03-10-1985,07-10-1985,Earth Orbit,None visited,Returned
William Pailes,"51-J, Atlantis","51-J, Atlantis",FALSE,4.07,03-10-1985,07-10-1985,Earth Orbit,None visited,Returned
Bonnie J. Dunbar,"61-A, Challenger","61-A, Challenger",FALSE,7.03,30-10-1985,06-11-1985,Earth Orbit,None visited,Returned
Ernst Messerschmid,"61-A, Challenger","61-A, Challenger",FALSE,7.03,30-10-1985,06-11-1985,Earth Orbit,None visited,Returned
Guion Bluford,"61-A, Challenger","61-A, Challenger",FALSE,7.03,30-10-1985,06-11-1985,Earth Orbit,None visited,Returned
Henry Hartsfield,"61-A, Challenger","61-A, Challenger",FALSE,7.03,30-10-1985,06-11-1985,Earth Orbit,None visited,Returned
James Buchli,"61-A, Challenger","61-A, Challenger",FALSE,7.03,30-10-1985,06-11-1985,Earth Orbit,None visited,Returned
Reinhard Furrer,"61-A, Challenger","61-A, Challenger",FALSE,7.03,30-10-1985,06-11-1985,Earth Orbit,None visited,Returned
Steven R. Nagel,"61-A, Challenger","61-A, Challenger",FALSE,7.03,30-10-1985,06-11-1985,Earth Orbit,None visited,Returned
Wubbo Ockels,"61-A, Challenger","61-A, Challenger",FALSE,7.03,30-10-1985,06-11-1985,Earth Orbit,None visited,Returned
Brewster Shaw,"61-B, Atlantis","61-B, Atlantis",FALSE,6.88,27-11-1985,03-12-1985,Earth Orbit,None visited,Returned
Bryan O'Connor,"61-B, Atlantis","61-B, Atlantis",FALSE,6.88,27-11-1985,03-12-1985,Earth Orbit,None visited,Returned
Charles Walker,"61-B, Atlantis","61-B, Atlantis",FALSE,6.88,27-11-1985,03-12-1985,Earth Orbit,None visited,Returned
Jerry L. Ross,"61-B, Atlantis","61-B, Atlantis",FALSE,6.88,27-11-1985,03-12-1985,Earth Orbit,None visited,Returned
Mary Cleave,"61-B, Atlantis","61-B, Atlantis",FALSE,6.88,27-11-1985,03-12-1985,Earth Orbit,None visited,Returned
Rodolfo Neri Vela,"61-B, Atlantis","61-B, Atlantis",FALSE,6.88,27-11-1985,03-12-1985,Earth Orbit,None visited,Returned
Sherwood Spring,"61-B, Atlantis","61-B, Atlantis",FALSE,6.88,27-11-1985,03-12-1985,Earth Orbit,None visited,Returned
Bill Nelson,"61-C, Columbia","61-C, Columbia",FALSE,6.09,12-01-1986,18-01-1986,Earth Orbit,None visited,Returned
Charles Bolden,"61-C, Columbia","61-C, Columbia",FALSE,6.09,12-01-1986,18-01-1986,Earth Orbit,None visited,Returned
Franklin Chang-Diaz,"61-C, Columbia","61-C, Columbia",FALSE,6.09,12-01-1986,18-01-1986,Earth Orbit,None visited,Returned
George Nelson,"61-C, Columbia","61-C, Columbia",FALSE,6.09,12-01-1986,18-01-1986,Earth Orbit,None visited,Returned
Robert Cenker,"61-C, Columbia","61-C, Columbia",FALSE,6.09,12-01-1986,18-01-1986,Earth Orbit,None visited,Returned
Robert L. Gibson,"61-C, Columbia","61-C, Columbia",FALSE,6.09,12-01-1986,18-01-1986,Earth Orbit,None visited,Returned
Steven Hawley,"61-C, Columbia","61-C, Columbia",FALSE,6.09,12-01-1986,18-01-1986,Earth Orbit,None visited,Returned
Christa McAuliffe,"51-L, Challenger","51-L, Challenger",FALSE,0,28-01-1986,28-01-1986,Non-orbital space,None visited,Fail-to-land
Ellison Onizuka,"51-L, Challenger","51-L, Challenger",FALSE,0,28-01-1986,28-01-1986,Non-orbital space,None visited,Fail-to-land
Francis Scobee,"51-L, Challenger","51-L, Challenger",FALSE,0,28-01-1986,28-01-1986,Non-orbital space,None visited,Fail-to-land
Gregory Jarvis,"51-L, Challenger","51-L, Challenger",FALSE,0,28-01-1986,28-01-1986,Non-orbital space,None visited,Fail-to-land
Judith Resnik,"51-L, Challenger","51-L, Challenger",FALSE,0,28-01-1986,28-01-1986,Non-orbital space,None visited,Fail-to-land
Michael Smith,"51-L, Challenger","51-L, Challenger",FALSE,0,28-01-1986,28-01-1986,Non-orbital space,None visited,Fail-to-land
Ronald McNair,"51-L, Challenger","51-L, Challenger",FALSE,0,28-01-1986,28-01-1986,Non-orbital space,None visited,Fail-to-land
Leonid Kizim,Soyuz T-15,Soyuz T-15,FALSE,125,13-03-1986,16-07-1986,Mir,"Mir, Salyut 7",Returned
Vladimir Solovyov,Soyuz T-15,Soyuz T-15,FALSE,125,13-03-1986,16-07-1986,Mir,"Mir, Salyut 7",Returned
Aleksandr Laveykin,Soyuz TM-2,Soyuz TM-2,FALSE,174.14,05-02-1987,30-07-1987,Mir,Mir,Returned
Yuri Romanenko,Soyuz TM-2,Soyuz TM-3,TRUE,326.48,05-02-1987,29-12-1987,Mir,Mir,Returned
Aleksandr Pavlovich Aleksandrov,Soyuz TM-3,Soyuz TM-3,FALSE,160.3,22-07-1987,29-12-1987,Mir,Mir,Returned
Aleksandr Viktorenko,Soyuz TM-3,Soyuz TM-2,TRUE,7.96,22-07-1987,30-07-1987,Mir,Mir,Returned
Muhammed Faris,Soyuz TM-3,Soyuz TM-2,TRUE,7.96,22-07-1987,30-07-1987,Mir,Mir,Returned
Anatoli Levchenko,Soyuz TM-4,Soyuz TM-3,TRUE,7.92,21-12-1987,29-12-1987,Mir,Mir,Returned
Musa Manarov,Soyuz TM-4,Soyuz TM-6,TRUE,365.94,21-12-1987,21-12-1988,Mir,Mir,Returned
Vladimir Titov,Soyuz TM-4,Soyuz TM-6,TRUE,365.94,21-12-1987,21-12-1988,Mir,Mir,Returned
Aleksandr Panayotov Aleksandrov,Soyuz TM-5,Soyuz TM-4,TRUE,9.52,07-06-1988,17-06-1988,Mir,Mir,Returned
Anatoly Solovyev,Soyuz TM-5,Soyuz TM-4,TRUE,9.52,07-06-1988,17-06-1988,Mir,Mir,Returned
Viktor Savinykh,Soyuz TM-5,Soyuz TM-4,TRUE,9.52,07-06-1988,17-06-1988,Mir,Mir,Returned
Abdul Ahad Mohmand,Soyuz TM-6,Soyuz TM-5,TRUE,9.17,29-08-1988,07-09-1988,Mir,Mir,Returned
Valery Polyakov,Soyuz TM-6,Soyuz TM-7,TRUE,240.9,29-08-1988,27-04-1989,Mir,Mir,Returned
Vladimir Lyakhov,Soyuz TM-6,Soyuz TM-5,TRUE,9.17,29-08-1988,07-09-1988,Mir,Mir,Returned
David Hilmers,"STS-26, Discovery","STS-26, Discovery",FALSE,4.04,29-09-1988,03-10-1988,Earth Orbit,None visited,Returned
Frederick Hauck,"STS-26, Discovery","STS-26, Discovery",FALSE,4.04,29-09-1988,03-10-1988,Earth Orbit,None visited,Returned
George Nelson,"STS-26, Discovery","STS-26, Discovery",FALSE,4.04,29-09-1988,03-10-1988,Earth Orbit,None visited,Returned
John Lounge,"STS-26, Discovery","STS-26, Discovery",FALSE,4.04,29-09-1988,03-10-1988,Earth Orbit,None visited,Returned
Richard Covey,"STS-26, Discovery","STS-26, Discovery",FALSE,4.04,29-09-1988,03-10-1988,Earth Orbit,None visited,Returned
Aleksandr Volkov,Soyuz TM-7,Soyuz TM-7,FALSE,151.46,26-11-1988,27-04-1989,Mir,Mir,Returned
Jean-Loup Chrétien,Soyuz TM-7,Soyuz TM-6,TRUE,24.8,26-11-1988,21-12-1988,Mir,Mir,Returned
Sergei Krikalev,Soyuz TM-7,Soyuz TM-7,FALSE,151.46,26-11-1988,27-04-1989,Mir,Mir,Returned
Guy Gardner,"STS-27, Atlantis","STS-27, Atlantis",FALSE,4.38,02-12-1988,06-12-1988,Earth Orbit,None visited,Returned
Jerry L. Ross,"STS-27, Atlantis","STS-27, Atlantis",FALSE,4.38,02-12-1988,06-12-1988,Earth Orbit,None visited,Returned
Richard Mullane,"STS-27, Atlantis","STS-27, Atlantis",FALSE,4.38,02-12-1988,06-12-1988,Earth Orbit,None visited,Returned
Robert L. Gibson,"STS-27, Atlantis","STS-27, Atlantis",FALSE,4.38,02-12-1988,06-12-1988,Earth Orbit,None visited,Returned
William Shepherd,"STS-27, Atlantis","STS-27, Atlantis",FALSE,4.38,02-12-1988,06-12-1988,Earth Orbit,None visited,Returned
James Bagian,"STS-29, Discovery","STS-29, Discovery",FALSE,4.99,13-03-1989,18-03-1989,Earth Orbit,None visited,Returned
James Buchli,"STS-29, Discovery","STS-29, Discovery",FALSE,4.99,13-03-1989,18-03-1989,Earth Orbit,None visited,Returned
John Blaha,"STS-29, Discovery","STS-29, Discovery",FALSE,4.99,13-03-1989,18-03-1989,Earth Orbit,None visited,Returned
Michael Coats,"STS-29, Discovery","STS-29, Discovery",FALSE,4.99,13-03-1989,18-03-1989,Earth Orbit,None visited,Returned
Robert Springer,"STS-29, Discovery","STS-29, Discovery",FALSE,4.99,13-03-1989,18-03-1989,Earth Orbit,None visited,Returned
David M. Walker,"STS-30, Atlantis","STS-30, Atlantis",FALSE,4.04,04-05-1989,08-05-1989,Earth Orbit,None visited,Returned
Mark C. Lee,"STS-30, Atlantis","STS-30, Atlantis",FALSE,4.04,04-05-1989,08-05-1989,Earth Orbit,None visited,Returned
Mary Cleave,"STS-30, Atlantis","STS-30, Atlantis",FALSE,4.04,04-05-1989,08-05-1989,Earth Orbit,None visited,Returned
Norman Thagard,"STS-30, Atlantis","STS-30, Atlantis",FALSE,4.04,04-05-1989,08-05-1989,Earth Orbit,None visited,Returned
Ronald Grabe,"STS-30, Atlantis","STS-30, Atlantis",FALSE,4.04,04-05-1989,08-05-1989,Earth Orbit,None visited,Returned
Brewster Shaw,"STS-28, Columbia","STS-28, Columbia",FALSE,5.04,08-08-1989,13-08-1989,Earth Orbit,None visited,Returned
David Leestma,"STS-28, Columbia","STS-28, Columbia",FALSE,5.04,08-08-1989,13-08-1989,Earth Orbit,None visited,Returned
James Adamson,"STS-28, Columbia","STS-28, Columbia",FALSE,5.04,08-08-1989,13-08-1989,Earth Orbit,None visited,Returned
Mark Brown,"STS-28, Columbia","STS-28, Columbia",FALSE,5.04,08-08-1989,13-08-1989,Earth Orbit,None visited,Returned
Richard N. Richards,"STS-28, Columbia","STS-28, Columbia",FALSE,5.04,08-08-1989,13-08-1989,Earth Orbit,None visited,Returned
Aleksandr Serebrov,Soyuz TM-8,Soyuz TM-8,FALSE,166.29,05-09-1989,19-02-1990,Mir,Mir,Returned
Aleksandr Viktorenko,Soyuz TM-8,Soyuz TM-8,FALSE,166.29,05-09-1989,19-02-1990,Mir,Mir,Returned
Donald Williams,"STS-34, Atlantis","STS-34, Atlantis",FALSE,4.99,18-10-1989,23-10-1989,Earth Orbit,None visited,Returned
Ellen Baker,"STS-34, Atlantis","STS-34, Atlantis",FALSE,4.99,18-10-1989,23-10-1989,Earth Orbit,None visited,Returned
Franklin Chang-Diaz,"STS-34, Atlantis","STS-34, Atlantis",FALSE,4.99,18-10-1989,23-10-1989,Earth Orbit,None visited,Returned
Michael J. McCulley,"STS-34, Atlantis","STS-34, Atlantis",FALSE,4.99,18-10-1989,23-10-1989,Earth Orbit,None visited,Returned
Shannon Lucid,"STS-34, Atlantis","STS-34, Atlantis",FALSE,4.99,18-10-1989,23-10-1989,Earth Orbit,None visited,Returned
Frederick Gregory,"STS-33, Discovery","STS-33, Discovery",FALSE,5.01,23-11-1989,28-11-1989,Earth Orbit,None visited,Returned
John Blaha,"STS-33, Discovery","STS-33, Discovery",FALSE,5.01,23-11-1989,28-11-1989,Earth Orbit,None visited,Returned
Kathryn C. Thornton,"STS-33, Discovery","STS-33, Discovery",FALSE,5.01,23-11-1989,28-11-1989,Earth Orbit,None visited,Returned
Sonny Carter,"STS-33, Discovery","STS-33, Discovery",FALSE,5.01,23-11-1989,28-11-1989,Earth Orbit,None visited,Returned
Story Musgrave,"STS-33, Discovery","STS-33, Discovery",FALSE,5.01,23-11-1989,28-11-1989,Earth Orbit,None visited,Returned
Bonnie J. Dunbar,"STS-32, Columbia","STS-32, Columbia",FALSE,10.88,09-01-1990,20-01-1990,Earth Orbit,None visited,Returned
Daniel Brandenstein,"STS-32, Columbia","STS-32, Columbia",FALSE,10.88,09-01-1990,20-01-1990,Earth Orbit,None visited,Returned
G. David Low,"STS-32, Columbia","STS-32, Columbia",FALSE,10.88,09-01-1990,20-01-1990,Earth Orbit,None visited,Returned
James Wetherbee,"STS-32, Columbia","STS-32, Columbia",FALSE,10.88,09-01-1990,20-01-1990,Earth Orbit,None visited,Returned
Marsha Ivins,"STS-32, Columbia","STS-32, Columbia",FALSE,10.88,09-01-1990,20-01-1990,Earth Orbit,None visited,Returned
Aleksandr Balandin,Soyuz TM-9,Soyuz TM-9,FALSE,179.05,11-02-1990,09-08-1990,Mir,Mir,Returned
Anatoly Solovyev,Soyuz TM-9,Soyuz TM-9,FALSE,179.05,11-02-1990,09-08-1990,Mir,Mir,Returned
David Hilmers,"STS-36, Atlantis","STS-36, Atlantis",FALSE,4.43,28-02-1990,04-03-1990,Earth Orbit,None visited,Returned
John Casper,"STS-36, Atlantis","STS-36, Atlantis",FALSE,4.43,28-02-1990,04-03-1990,Earth Orbit,None visited,Returned
John Creighton,"STS-36, Atlantis","STS-36, Atlantis",FALSE,4.43,28-02-1990,04-03-1990,Earth Orbit,None visited,Returned
Pierre Thuot,"STS-36, Atlantis","STS-36, Atlantis",FALSE,4.43,28-02-1990,04-03-1990,Earth Orbit,None visited,Returned
Richard Mullane,"STS-36, Atlantis","STS-36, Atlantis",FALSE,4.43,28-02-1990,04-03-1990,Earth Orbit,None visited,Returned
Bruce McCandless II,"STS-31, Discovery","STS-31, Discovery",FALSE,5.05,24-04-1990,29-04-1990,Earth Orbit,None visited,Returned
Charles Bolden,"STS-31, Discovery","STS-31, Discovery",FALSE,5.05,24-04-1990,29-04-1990,Earth Orbit,None visited,Returned
Kathryn D. Sullivan,"STS-31, Discovery","STS-31, Discovery",FALSE,5.05,24-04-1990,29-04-1990,Earth Orbit,None visited,Returned
Loren Shriver,"STS-31, Discovery","STS-31, Discovery",FALSE,5.05,24-04-1990,29-04-1990,Earth Orbit,None visited,Returned
Steven Hawley,"STS-31, Discovery","STS-31, Discovery",FALSE,5.05,24-04-1990,29-04-1990,Earth Orbit,None visited,Returned
Gennadi Manakov,Soyuz TM-10,Soyuz TM-10,FALSE,130.86,01-08-1990,10-12-1990,Mir,Mir,Returned
Gennadi Strekalov,Soyuz TM-10,Soyuz TM-10,FALSE,130.86,01-08-1990,10-12-1990,Mir,Mir,Returned
Bruce Melnick,"STS-41, Discovery","STS-41, Discovery",FALSE,4.09,06-10-1990,10-10-1990,Earth Orbit,None visited,Returned
Richard N. Richards,"STS-41, Discovery","STS-41, Discovery",FALSE,4.09,06-10-1990,10-10-1990,Earth Orbit,None visited,Returned
Robert Cabana,"STS-41, Discovery","STS-41, Discovery",FALSE,4.09,06-10-1990,10-10-1990,Earth Orbit,None visited,Returned
Thomas Akers,"STS-41, Discovery","STS-41, Discovery",FALSE,4.09,06-10-1990,10-10-1990,Earth Orbit,None visited,Returned
William Shepherd,"STS-41, Discovery","STS-41, Discovery",FALSE,4.09,06-10-1990,10-10-1990,Earth Orbit,None visited,Returned
Carl Meade,"STS-38, Atlantis","STS-38, Atlantis",FALSE,4.91,15-11-1990,20-11-1990,Earth Orbit,None visited,Returned
Charles Gemar,"STS-38, Atlantis","STS-38, Atlantis",FALSE,4.91,15-11-1990,20-11-1990,Earth Orbit,None visited,Returned
Frank Culbertson,"STS-38, Atlantis","STS-38, Atlantis",FALSE,4.91,15-11-1990,20-11-1990,Earth Orbit,None visited,Returned
Richard Covey,"STS-38, Atlantis","STS-38, Atlantis",FALSE,4.91,15-11-1990,20-11-1990,Earth Orbit,None visited,Returned
Robert Springer,"STS-38, Atlantis","STS-38, Atlantis",FALSE,4.91,15-11-1990,20-11-1990,Earth Orbit,None visited,Returned
Guy Gardner,"STS-35, Columbia","STS-35, Columbia",FALSE,8.96,02-12-1990,11-12-1990,Earth Orbit,None visited,Returned
Jeffrey Hoffman,"STS-35, Columbia","STS-35, Columbia",FALSE,8.96,02-12-1990,11-12-1990,Earth Orbit,None visited,Returned
John Lounge,"STS-35, Columbia","STS-35, Columbia",FALSE,8.96,02-12-1990,11-12-1990,Earth Orbit,None visited,Returned
Robert Parker,"STS-35, Columbia","STS-35, Columbia",FALSE,8.96,02-12-1990,11-12-1990,Earth Orbit,None visited,Returned
Ronald A. Parise,"STS-35, Columbia","STS-35, Columbia",FALSE,8.96,02-12-1990,11-12-1990,Earth Orbit,None visited,Returned
Samuel T. Durrance,"STS-35, Columbia","STS-35, Columbia",FALSE,8.96,02-12-1990,11-12-1990,Earth Orbit,None visited,Returned
Vance Brand,"STS-35, Columbia","STS-35, Columbia",FALSE,8.96,02-12-1990,11-12-1990,Earth Orbit,None visited,Returned
